mb_size:64,h_dim_shared:50,h_dim_CS:50,num_layers_shared:1,num_layers_CS:3,active_fn:relu,beta:5.0,,(0.620900121359492, 0.61874602685278)
mb_size:32,h_dim_shared:100,h_dim_CS:300,num_layers_shared:1,num_layers_CS:5,active_fn:elu,beta:1.0,,(0.6300628407897384, 0.6178369458623973)
mb_size:128,h_dim_shared:50,h_dim_CS:100,num_layers_shared:3,num_layers_CS:1,active_fn:relu,beta:3.0,,(0.624001332613642, 0.5849116828922376)
mb_size:64,h_dim_shared:50,h_dim_CS:50,num_layers_shared:3,num_layers_CS:2,active_fn:relu,beta:0.5,,(0.6392619255718793, 0.5397193423323281)
mb_size:128,h_dim_shared:300,h_dim_CS:50,num_layers_shared:1,num_layers_CS:1,active_fn:relu,beta:0.5,,(0.6179786535570805, 0.5220387019257683)
mb_size:128,h_dim_shared:100,h_dim_CS:300,num_layers_shared:2,num_layers_CS:3,active_fn:elu,beta:1.0,,(0.6091202991159919, 0.6161498263754006)
mb_size:128,h_dim_shared:300,h_dim_CS:50,num_layers_shared:3,num_layers_CS:1,active_fn:tanh,beta:5.0,,(0.6175736791366125, 0.6669976565912644)
mb_size:128,h_dim_shared:300,h_dim_CS:50,num_layers_shared:2,num_layers_CS:1,active_fn:relu,beta:3.0,,(0.6086101618071446, 0.5760024339453141)
mb_size:128,h_dim_shared:50,h_dim_CS:100,num_layers_shared:1,num_layers_CS:1,active_fn:elu,beta:1.0,,(0.6266944629495262, 0.5291777106111968)
mb_size:64,h_dim_shared:100,h_dim_CS:50,num_layers_shared:2,num_layers_CS:2,active_fn:elu,beta:3.0,,(0.6206749496253837, 0.6311103117049351)
mb_size:32,h_dim_shared:100,h_dim_CS:100,num_layers_shared:3,num_layers_CS:2,active_fn:elu,beta:0.5,,(0.6333896367385047, 0.5453001358559446)
mb_size:64,h_dim_shared:100,h_dim_CS:100,num_layers_shared:3,num_layers_CS:3,active_fn:relu,beta:0.1,,(0.6502925253432181, 0.5391064669637856)
mb_size:128,h_dim_shared:200,h_dim_CS:50,num_layers_shared:5,num_layers_CS:1,active_fn:relu,beta:1.0,,(0.6344664270288476, 0.6036938646634223)
mb_size:128,h_dim_shared:50,h_dim_CS:200,num_layers_shared:5,num_layers_CS:3,active_fn:elu,beta:5.0,,(0.608072258355602, 0.6808977063734386)
mb_size:64,h_dim_shared:300,h_dim_CS:100,num_layers_shared:5,num_layers_CS:5,active_fn:relu,beta:0.5,,(0.6536240513540892, 0.5804293668864293)
mb_size:32,h_dim_shared:300,h_dim_CS:300,num_layers_shared:1,num_layers_CS:3,active_fn:tanh,beta:5.0,,(0.625433306676372, 0.6654471612065744)
mb_size:128,h_dim_shared:50,h_dim_CS:200,num_layers_shared:2,num_layers_CS:3,active_fn:relu,beta:3.0,,(0.6585736498998709, 0.5970331034954712)
mb_size:64,h_dim_shared:50,h_dim_CS:300,num_layers_shared:1,num_layers_CS:5,active_fn:relu,beta:5.0,,(0.630222157301927, 0.6154083108018137)
mb_size:128,h_dim_shared:50,h_dim_CS:300,num_layers_shared:2,num_layers_CS:5,active_fn:relu,beta:0.5,,(0.6455016590827589, 0.5812234444170952)
mb_size:128,h_dim_shared:300,h_dim_CS:200,num_layers_shared:3,num_layers_CS:3,active_fn:elu,beta:3.0,,(0.6002259397074662, 0.6831893828558805)
mb_size:32,h_dim_shared:100,h_dim_CS:200,num_layers_shared:2,num_layers_CS:1,active_fn:elu,beta:3.0,,(0.6072506709591873, 0.5887305272312258)
mb_size:64,h_dim_shared:200,h_dim_CS:50,num_layers_shared:3,num_layers_CS:5,active_fn:elu,beta:0.5,,(0.6110415822305926, 0.6183950408210624)
mb_size:64,h_dim_shared:200,h_dim_CS:50,num_layers_shared:2,num_layers_CS:5,active_fn:elu,beta:0.1,,(0.6301787500723107, 0.5389005413420737)
mb_size:128,h_dim_shared:100,h_dim_CS:100,num_layers_shared:5,num_layers_CS:3,active_fn:elu,beta:1.0,,(0.6164423996007024, 0.605082685962472)
mb_size:128,h_dim_shared:50,h_dim_CS:300,num_layers_shared:2,num_layers_CS:1,active_fn:tanh,beta:0.5,,(0.631884330895505, 0.540087882353125)
mb_size:32,h_dim_shared:300,h_dim_CS:100,num_layers_shared:3,num_layers_CS:5,active_fn:relu,beta:0.5,,(0.6637627443515812, 0.5825451740899259)
mb_size:32,h_dim_shared:100,h_dim_CS:50,num_layers_shared:1,num_layers_CS:2,active_fn:tanh,beta:1.0,,(0.6363015115535843, 0.5944061271351795)
mb_size:32,h_dim_shared:50,h_dim_CS:100,num_layers_shared:2,num_layers_CS:2,active_fn:elu,beta:0.1,,(0.6379484906262374, 0.5334917998557304)
mb_size:128,h_dim_shared:200,h_dim_CS:50,num_layers_shared:2,num_layers_CS:1,active_fn:tanh,beta:0.1,,(0.6216375860154342, 0.531737756185909)
mb_size:32,h_dim_shared:200,h_dim_CS:50,num_layers_shared:3,num_layers_CS:2,active_fn:relu,beta:0.1,,(0.6652510963308239, 0.5412994339777567)
mb_size:128,h_dim_shared:300,h_dim_CS:50,num_layers_shared:1,num_layers_CS:3,active_fn:elu,beta:3.0,,(0.5644484887312794, 0.6461477190632903)
